Лог очищен: 2026-05-21 17:55:22
2026-05-21 17:55:22.597 | DEBUG    | urllib3.connectionpool:_make_request:1461 | https://translate.google.com:443 "GET /m?tl=ru&sl=auto&q=Weapon+grip+type HTTP/2.0" 200 None

2026-05-21 17:55:49.677 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: CultureDef_RK_Culture_Virtuard (type: CultureDef, orig: RK_Culture_Virtuard), relpath: CultureDef\Cultures.xml, fields: ['label', 'description', 'pawnNameMaker', 'pawnNameMakerFemale', 'ideoNameMaker', 'deityNameMaker', 'leaderTitleMaker', 'festivalNameMaker']

2026-05-21 17:55:49.677 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: DamageDef_RK_EMP (type: DamageDef, orig: RK_EMP), relpath: DamageDef\Damage_Def.xml, fields: ['label', 'deathMessage', 'explosionColorEdge']

2026-05-21 17:55:49.677 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: DamageDef_RK_Damage_PickaxeStab (type: DamageDef, orig: RK_Damage_PickaxeStab), relpath: DamageDef\Damage_Def.xml, fields: ['label', 'deathMessage']

2026-05-21 17:55:49.678 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: SoundDef_RK_Sound_Emp_Crack (type: SoundDef, orig: RK_Sound_Emp_Crack), relpath: SoundDef\Damage_Def.xml, fields: ['context']

2026-05-21 17:55:49.678 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: FactionDef_Rakinia (type: FactionDef, orig: Rakinia), relpath: FactionDef\Factions_Misc.xml, fields: ['label', 'description', 'leaderTitle', 'pawnSingular', 'pawnsPlural', 'factionNameMaker', 'settlementNameMaker', 'maxPawnCostPerTotalPointsCurve.points.1', 'maxPawnCostPerTotalPointsCurve.points.2', 'maxPawnCostPerTotalPointsCurve.points.3', 'maxPawnCostPerTotalPointsCurve.points.4', 'colorSpectrum.0', 'colorSpectrum.1']

2026-05-21 17:55:49.678 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: FactionDef_RK_Faction_Pilgrims (type: FactionDef, orig: RK_Faction_Pilgrims), relpath: FactionDef\Factions_Misc.xml, fields: ['label', 'description', 'leaderTitle', 'pawnSingular', 'pawnsPlural', 'factionNameMaker', 'settlementNameMaker', 'colorSpectrum.0', 'colorSpectrum.1', 'colorSpectrum.2', 'colorSpectrum.3', 'colorSpectrum.4']

2026-05-21 17:55:49.679 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: FactionDef_RK_Faction_Caravan (type: FactionDef, orig: RK_Faction_Caravan), relpath: FactionDef\Factions_Misc.xml, fields: ['label', 'description', 'leaderTitle', 'pawnSingular', 'pawnsPlural', 'factionNameMaker', 'settlementNameMaker', 'colorSpectrum.0', 'colorSpectrum.1', 'maxPawnCostPerTotalPointsCurve.points.1', 'maxPawnCostPerTotalPointsCurve.points.2', 'maxPawnCostPerTotalPointsCurve.points.3', 'maxPawnCostPerTotalPointsCurve.points.4']

2026-05-21 17:55:49.679 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: FactionDef_RK_PlayerFaction (type: FactionDef, orig: RK_PlayerFaction), relpath: FactionDef\Factions_Player.xml, fields: ['label', 'description', 'leaderTitle', 'colorSpectrum.0', 'raidLootValueFromPointsCurve.points.0', 'raidLootValueFromPointsCurve.points.1', 'raidLootValueFromPointsCurve.points.2', 'raidLootValueFromPointsCurve.points.3', 'raidLootValueFromPointsCurve.points.4', 'pawnSingular', 'pawnsPlural', 'playerInitialSettlementNameMaker', 'factionNameMaker', 'settlementNameMaker']

2026-05-21 17:55:49.680 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_Braided (type: HairDef, orig: RK_Braided), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.680 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_BraidedB (type: HairDef, orig: RK_BraidedB), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.680 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_middl (type: HairDef, orig: RK_middl), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.680 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_side_tail (type: HairDef, orig: RK_side_tail), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.681 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_twin5 (type: HairDef, orig: RK_twin5), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.681 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_WavelongA (type: HairDef, orig: RK_WavelongA), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.681 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_LongA (type: HairDef, orig: RK_LongA), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.682 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_LongB (type: HairDef, orig: RK_LongB), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.682 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_LongD (type: HairDef, orig: RK_LongD), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.682 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_LongE (type: HairDef, orig: RK_LongE), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.683 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_PonyA (type: HairDef, orig: RK_PonyA), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.683 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_sidePonyA (type: HairDef, orig: RK_sidePonyA), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.683 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_twin2 (type: HairDef, orig: RK_twin2), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.683 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_twin3 (type: HairDef, orig: RK_twin3), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.684 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_twin4 (type: HairDef, orig: RK_twin4), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.684 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_twinA (type: HairDef, orig: RK_twinA), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.685 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_twin6 (type: HairDef, orig: RK_twin6), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.685 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_Middle2 (type: HairDef, orig: RK_Middle2), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.686 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HairDef_RK_MPony (type: HairDef, orig: RK_MPony), relpath: HairDef\Hairs.xml, fields: ['label']

2026-05-21 17:55:49.686 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: IncidentDef_RatkinTunnel_Guerrilla (type: IncidentDef, orig: RatkinTunnel_Guerrilla), relpath: IncidentDef\Incident_Def.xml, fields: ['label', 'letterLabel', 'letterText']

2026-05-21 17:55:49.686 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: IncidentDef_RatkinFollowUpTroops (type: IncidentDef, orig: RatkinFollowUpTroops), relpath: IncidentDef\Incident_Def.xml, fields: ['label', 'letterLabel', 'letterText']

2026-05-21 17:55:49.687 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: InteractionDef_RK_PriestPray (type: InteractionDef, orig: RK_PriestPray), relpath: InteractionDef\InteractionDefs.xml, fields: ['label', 'logRulesInitiator.rulesStrings._list']

2026-05-21 17:55:49.687 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: JobDef_RK_Job_HamsterWheel (type: JobDef, orig: RK_Job_HamsterWheel), relpath: JobDef\jobdef.xml, fields: ['reportString']

2026-05-21 17:55:49.687 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: JobDef_RK_Job_PrayerService (type: JobDef, orig: RK_Job_PrayerService), relpath: JobDef\jobdef.xml, fields: ['reportString']

2026-05-21 17:55:49.688 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: JobDef_RK_Job_SpectatePray (type: JobDef, orig: RK_Job_SpectatePray), relpath: JobDef\jobdef.xml, fields: ['reportString']

2026-05-21 17:55:49.688 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: JobDef_RK_Job_TalkToCaravanLeader (type: JobDef, orig: RK_Job_TalkToCaravanLeader), relpath: JobDef\jobdef.xml, fields: ['reportString']

2026-05-21 17:55:49.688 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: JobDef_RK_Job_DismissCaravanLeader (type: JobDef, orig: RK_Job_DismissCaravanLeader), relpath: JobDef\jobdef.xml, fields: ['reportString']

2026-05-21 17:55:49.689 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: JobDef_RK_Job_ShieldFaceDirection (type: JobDef, orig: RK_Job_ShieldFaceDirection), relpath: JobDef\Jobs_Shield.xml, fields: ['reportString']

2026-05-21 17:55:49.689 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: KeyBindingDef_RK_OpenInfoCard (type: KeyBindingDef, orig: RK_OpenInfoCard), relpath: KeyBindingDef\RK_OpenInfoCard.xml, fields: ['label']

2026-05-21 17:55:49.689 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RK_PawnKind_Pilgrim (type: PawnKindDef, orig: RK_PawnKind_Pilgrim), relpath: PawnKindDef\PawnKinds_Pilgrim.xml, fields: ['label']

2026-05-21 17:55:49.690 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RK_PawnKind_Priest (type: PawnKindDef, orig: RK_PawnKind_Priest), relpath: PawnKindDef\PawnKinds_Pilgrim.xml, fields: ['label']

2026-05-21 17:55:49.690 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RK_PawnKind_NoblePilgrim (type: PawnKindDef, orig: RK_PawnKind_NoblePilgrim), relpath: PawnKindDef\PawnKinds_Pilgrim.xml, fields: ['label']

2026-05-21 17:55:49.691 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinColonist (type: PawnKindDef, orig: RatkinColonist), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.691 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinNoble (type: PawnKindDef, orig: RatkinNoble), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.691 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinServant (type: PawnKindDef, orig: RatkinServant), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.692 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinPriest (type: PawnKindDef, orig: RatkinPriest), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.692 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinMerchant (type: PawnKindDef, orig: RatkinMerchant), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.692 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinCombatant (type: PawnKindDef, orig: RatkinCombatant), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.693 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinVanguard (type: PawnKindDef, orig: RatkinVanguard), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.693 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinDefender (type: PawnKindDef, orig: RatkinDefender), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.693 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinSoldier (type: PawnKindDef, orig: RatkinSoldier), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.694 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinEliteGuardener (type: PawnKindDef, orig: RatkinEliteGuardener), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.694 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinKnight (type: PawnKindDef, orig: RatkinKnight), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.694 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinEliteDefender (type: PawnKindDef, orig: RatkinEliteDefender), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.695 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinKnightCommander (type: PawnKindDef, orig: RatkinKnightCommander), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.695 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RK_PawnKind_StandardBearer (type: PawnKindDef, orig: RK_PawnKind_StandardBearer), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.695 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinEliteSoldier (type: PawnKindDef, orig: RatkinEliteSoldier), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.696 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinDemonMan (type: PawnKindDef, orig: RatkinDemonMan), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.696 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinPettyThief (type: PawnKindDef, orig: RatkinPettyThief), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.696 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinMurderer (type: PawnKindDef, orig: RatkinMurderer), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.697 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinVagabond (type: PawnKindDef, orig: RatkinVagabond), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.697 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinMercenaryLight (type: PawnKindDef, orig: RatkinMercenaryLight), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.697 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: PawnKindDef_RatkinMercenary (type: PawnKindDef, orig: RatkinMercenary), relpath: PawnKindDef\PawnKinds_Player.xml, fields: ['label']

2026-05-21 17:55:49.698 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RecipeDef_Make_RK_Ammo_CannonBall (type: RecipeDef, orig: Make_RK_Ammo_CannonBall), relpath: RecipeDef\Recipes_Ammo.xml, fields: ['label', 'description', 'jobString']

2026-05-21 17:55:49.698 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_FakeEar (type: HediffDef, orig: RK_Hediff_FakeEar), relpath: HediffDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'labelNoun']

2026-05-21 17:55:49.698 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RecipeDef_RK_Recipe_InstallFakeEar (type: RecipeDef, orig: RK_Recipe_InstallFakeEar), relpath: RecipeDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'jobString']

2026-05-21 17:55:49.699 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_FakeTail (type: HediffDef, orig: RK_Hediff_FakeTail), relpath: HediffDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'labelNoun']

2026-05-21 17:55:49.699 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RecipeDef_RK_Recipe_InstallFakeTail (type: RecipeDef, orig: RK_Recipe_InstallFakeTail), relpath: RecipeDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'jobString']

2026-05-21 17:55:49.699 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RecipeDef_RK_Recipe_InstallBionicTail (type: RecipeDef, orig: RK_Recipe_InstallBionicTail), relpath: RecipeDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'jobString']

2026-05-21 17:55:49.700 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_BionicTail (type: HediffDef, orig: RK_Hediff_BionicTail), relpath: HediffDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'labelNoun']

2026-05-21 17:55:49.700 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: HediffDef_RK_Hediff_ArchotechTail (type: HediffDef, orig: RK_Hediff_ArchotechTail), relpath: HediffDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'labelNoun']

2026-05-21 17:55:49.700 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RecipeDef_RK_Recipe_InstallArchotechTail (type: RecipeDef, orig: RK_Recipe_InstallArchotechTail), relpath: RecipeDef\Recipes_Surgery_Installations.xml, fields: ['label', 'description', 'jobString']

2026-05-21 17:55:49.701 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchTabDef_RK_ResearchTab_Default (type: ResearchTabDef, orig: RK_ResearchTab_Default), relpath: ResearchTabDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.701 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_Sample (type: ResearchProjectDef, orig: RK_Research_Sample), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label', 'description']

2026-05-21 17:55:49.702 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_Carpentry (type: ResearchProjectDef, orig: RK_Research_Carpentry), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.702 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_Agriculture (type: ResearchProjectDef, orig: RK_Research_Agriculture), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.702 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_Smithing (type: ResearchProjectDef, orig: RK_Research_Smithing), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.703 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_Tailoring (type: ResearchProjectDef, orig: RK_Research_Tailoring), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.703 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_FoodPreservation (type: ResearchProjectDef, orig: RK_Research_FoodPreservation), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.703 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_Metallurgy (type: ResearchProjectDef, orig: RK_Research_Metallurgy), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.704 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_SwordAndShield (type: ResearchProjectDef, orig: RK_Research_SwordAndShield), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.704 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_FunctionalApparel (type: ResearchProjectDef, orig: RK_Research_FunctionalApparel), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.704 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_AdvancedApparel (type: ResearchProjectDef, orig: RK_Research_AdvancedApparel), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.705 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_Fortification (type: ResearchProjectDef, orig: RK_Research_Fortification), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.705 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_NobleApparel (type: ResearchProjectDef, orig: RK_Research_NobleApparel), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.706 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_RatkinEngineering (type: ResearchProjectDef, orig: RK_Research_RatkinEngineering), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.706 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_GearMechanics (type: ResearchProjectDef, orig: RK_Research_GearMechanics), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.706 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_ObservationAndSurveying (type: ResearchProjectDef, orig: RK_Research_ObservationAndSurveying), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.707 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_SeparationMechanics (type: ResearchProjectDef, orig: RK_Research_SeparationMechanics), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label', 'description']

2026-05-21 17:55:49.707 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_DragonFlame (type: ResearchProjectDef, orig: RK_Research_DragonFlame), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.707 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_OrbitalEquipment (type: ResearchProjectDef, orig: RK_Research_OrbitalEquipment), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.708 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_AngryRatProject (type: ResearchProjectDef, orig: RK_Research_AngryRatProject), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.708 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ResearchProjectDef_RK_Research_CrusaderArmor (type: ResearchProjectDef, orig: RK_Research_CrusaderArmor), relpath: ResearchProjectDef\ResearchProjects.xml, fields: ['label']

2026-05-21 17:55:49.708 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RulePackDef_RK_Maneuver_Shell (type: RulePackDef, orig: RK_Maneuver_Shell), relpath: RulePackDef\RulePacks_Battles.xml, fields: ['rulePack.rulesStrings._list']

2026-05-21 17:55:49.709 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RulePackDef_RatkinKingdomNameUtility (type: RulePackDef, orig: RatkinKingdomNameUtility), relpath: RulePackDef\RulePacks_Namers_Factions.xml, fields: ['rulePack.rulesStrings._list']

2026-05-21 17:55:49.709 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RulePackDef_NamerPerson_RatkinKingdom (type: RulePackDef, orig: NamerPerson_RatkinKingdom), relpath: RulePackDef\RulePacks_Namers_Factions.xml, fields: ['rulePack.rulesStrings._list']

2026-05-21 17:55:49.709 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RulePackDef_NamerFaction_RatkinKingdom (type: RulePackDef, orig: NamerFaction_RatkinKingdom), relpath: RulePackDef\RulePacks_Namers_Factions.xml, fields: ['rulePack.rulesStrings._list']

2026-05-21 17:55:49.709 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: RulePackDef_NamerSettlement_RatkinKingdom (type: RulePackDef, orig: NamerSettlement_RatkinKingdom), relpath: RulePackDef\RulePacks_Namers_Factions.xml, fields: ['rulePack.rulesStrings._list']

2026-05-21 17:55:49.710 | DEBUG    | translation.per_def_generator:generate_or_update_per_def_files_v2:217 | Processing def: ScenarioDef_RK_Scenario_Settler (type: ScenarioDef, orig: RK_Scenario_Settler), relpath: ScenarioDef\Scenarios_Basic.xml, fields: ['label', 'description', 'scenario.parts.14.text', 'scenario.summary']

